YEAR,MONTH,DAY,TENTHS,MM,IN
1967,12,10,264,26.4,1.039370079
1967,12,11,533,53.3,2.098425197
1967,12,12,5,0.5,0.019685039
1967,12,13,0,0,0
1967,12,14,0,0,0
1967,12,15,0,0,0
1967,12,16,0,0,0
1967,12,17,0,0,0
1967,12,18,41,4.1,0.161417323
1967,12,19,48,4.8,0.188976378
1967,12,20,33,3.3,0.12992126
1967,12,21,8,0.8,0.031496063
1967,12,22,76,7.6,0.299212598
1967,12,23,5,0.5,0.019685039
1967,12,24,0,0,0
1967,12,25,0,0,0
1967,12,26,0,0,0
1967,12,27,0,0,0
1967,12,28,353,35.3,1.38976378
1967,12,29,0,0,0
1967,12,30,0,0,0
1967,12,31,28,2.8,0.11023622
1968,1,1,38,3.8,0.149606299
1968,1,2,5,0.5,0.019685039
1968,1,3,10,1,0.039370079
1968,1,4,142,14.2,0.559055118
1968,1,5,0,0,0
1968,1,6,178,17.8,0.700787402
1968,1,7,86,8.6,0.338582677
1968,1,8,0,0,0
1968,1,9,10,1,0.039370079
1968,1,10,427,42.7,1.681102362
1968,1,11,56,5.6,0.220472441
1968,1,12,8,0.8,0.031496063
1968,1,13,119,11.9,0.468503937
1968,1,14,5,0.5,0.019685039
1968,1,15,0,0,0
1968,1,16,0,0,0
1968,1,17,0,0,0
1968,1,18,0,0,0
1968,1,19,0,0,0
1968,1,20,0,0,0
1968,1,21,0,0,0
1968,1,22,0,0,0
1968,1,23,0,0,0
1968,1,24,140,14,0.551181102
1968,1,25,10,1,0.039370079
1968,1,26,0,0,0
1968,1,27,0,0,0
1968,1,28,0,0,0
1968,1,29,0,0,0
1968,1,30,0,0,0
1968,1,31,0,0,0
1968,2,1,0,0,0
1968,2,2,104,10.4,0.409448819
1968,2,3,0,0,0
1968,2,4,0,0,0
1968,2,5,0,0,0
1968,2,6,0,0,0
1968,2,7,0,0,0
1968,2,8,0,0,0
1968,2,9,0,0,0
1968,2,10,0,0,0
1968,2,11,0,0,0
1968,2,12,0,0,0
1968,2,13,0,0,0
1968,2,14,0,0,0
1968,2,15,0,0,0
1968,2,16,0,0,0
1968,2,17,0,0,0
1968,2,18,0,0,0
1968,2,19,0,0,0
1968,2,20,0,0,0
1968,2,21,0,0,0
1968,2,22,0,0,0
1968,2,23,0,0,0
1968,2,24,0,0,0
1968,2,25,0,0,0
1968,2,26,0,0,0
1968,2,27,0,0,0
1968,2,28,0,0,0
1968,2,29,259,25.9,1.019685039
1968,3,1,0,0,0
1968,3,2,0,0,0
1968,3,3,0,0,0
1968,3,4,0,0,0
1968,3,5,0,0,0
1968,3,6,0,0,0
1968,3,7,0,0,0
1968,3,8,0,0,0
1968,3,9,0,0,0
1968,3,10,236,23.6,0.929133858
1968,3,11,8,0.8,0.031496063
1968,3,12,511,51.1,2.011811024
1968,3,13,0,0,0
1968,3,14,0,0,0
1968,3,15,0,0,0
1968,3,16,79,7.9,0.311023622
1968,3,17,41,4.1,0.161417323
1968,3,18,0,0,0
1968,3,19,0,0,0
1968,3,20,0,0,0
1968,3,21,0,0,0
1968,3,22,0,0,0
1968,3,23,79,7.9,0.311023622
1968,3,24,0,0,0
1968,3,25,0,0,0
1968,3,26,0,0,0
1968,3,27,0,0,0
1968,3,28,0,0,0
1968,3,29,0,0,0
1968,3,30,0,0,0
1968,3,31,23,2.3,0.090551181
1968,4,1,0,0,0
1968,4,2,0,0,0
1968,4,3,74,7.4,0.291338583
1968,4,4,5,0.5,0.019685039
1968,4,5,264,26.4,1.039370079
1968,4,6,0,0,0
1968,4,7,0,0,0
1968,4,8,0,0,0
1968,4,9,0,0,0
1968,4,10,127,12.7,0.5
1968,4,11,0,0,0
1968,4,12,0,0,0
1968,4,13,0,0,0
1968,4,14,0,0,0
1968,4,15,25,2.5,0.098425197
1968,4,16,0,0,0
1968,4,17,0,0,0
1968,4,18,0,0,0
1968,4,19,0,0,0
1968,4,20,0,0,0
1968,4,21,0,0,0
1968,4,22,0,0,0
1968,4,23,25,2.5,0.098425197
1968,4,24,145,14.5,0.570866142
1968,4,25,0,0,0
1968,4,26,0,0,0
1968,4,27,0,0,0
1968,4,28,0,0,0
1968,4,29,61,6.1,0.24015748
1968,4,30,10,1,0.039370079
1968,5,1,0,0,0
1968,5,2,0,0,0
1968,5,3,0,0,0
1968,5,4,8,0.8,0.031496063
1968,5,5,15,1.5,0.059055118
1968,5,6,0,0,0
1968,5,7,0,0,0
1968,5,8,0,0,0
1968,5,9,0,0,0
1968,5,10,0,0,0
1968,5,11,155,15.5,0.61023622
1968,5,12,188,18.8,0.74015748
1968,5,13,41,4.1,0.161417323
1968,5,14,163,16.3,0.641732283
1968,5,15,0,0,0
1968,5,16,180,18,0.708661417
1968,5,17,13,1.3,0.051181102
1968,5,18,71,7.1,0.279527559
1968,5,19,0,0,0
1968,5,20,0,0,0
1968,5,21,0,0,0
1968,5,22,0,0,0
1968,5,23,0,0,0
1968,5,24,0,0,0
1968,5,25,0,0,0
1968,5,26,89,8.9,0.350393701
1968,5,27,86,8.6,0.338582677
1968,5,28,0,0,0
1968,5,29,0,0,0
1968,5,30,13,1.3,0.051181102
1968,5,31,0,0,0
1968,6,1,0,0,0
1968,6,2,46,4.6,0.181102362
1968,6,3,0,0,0
1968,6,4,0,0,0
1968,6,5,0,0,0
1968,6,6,0,0,0
1968,6,7,46,4.6,0.181102362
1968,6,8,528,52.8,2.078740157
1968,6,9,20,2,0.078740157
1968,6,10,0,0,0
1968,6,11,0,0,0
1968,6,12,8,0.8,0.031496063
1968,6,13,28,2.8,0.11023622
1968,6,14,0,0,0
1968,6,15,0,0,0
1968,6,16,0,0,0
1968,6,17,79,7.9,0.311023622
1968,6,18,8,0.8,0.031496063
1968,6,19,0,0,0
1968,6,20,0,0,0
1968,6,21,0,0,0
1968,6,22,79,7.9,0.311023622
1968,6,23,0,0,0
1968,6,24,0,0,0
1968,6,25,51,5.1,0.200787402
1968,6,26,0,0,0
1968,6,27,46,4.6,0.181102362
1968,6,28,0,0,0
1968,6,29,0,0,0
1968,6,30,0,0,0
1968,7,1,0,0,0
1968,7,2,0,0,0
1968,7,3,3,0.3,0.011811024
1968,7,4,417,41.7,1.641732283
1968,7,5,132,13.2,0.519685039
1968,7,6,13,1.3,0.051181102
1968,7,7,0,0,0
1968,7,8,0,0,0
1968,7,9,5,0.5,0.019685039
1968,7,10,257,25.7,1.011811024
1968,7,11,0,0,0
1968,7,12,290,29,1.141732283
1968,7,13,213,21.3,0.838582677
1968,7,14,0,0,0
1968,7,15,0,0,0
1968,7,16,0,0,0
1968,7,17,0,0,0
1968,7,18,361,36.1,1.421259843
1968,7,19,130,13,0.511811024
1968,7,20,160,16,0.62992126
1968,7,21,0,0,0
1968,7,22,0,0,0
1968,7,23,0,0,0
1968,7,24,0,0,0
1968,7,25,3,0.3,0.011811024
1968,7,26,0,0,0
1968,7,27,0,0,0
1968,7,28,0,0,0
1968,7,29,5,0.5,0.019685039
1968,7,30,523,52.3,2.059055118
1968,7,31,302,30.2,1.188976378
1968,8,1,36,3.6,0.141732283
1968,8,2,0,0,0
1968,8,3,287,28.7,1.12992126
1968,8,4,259,25.9,1.019685039
1968,8,5,28,2.8,0.11023622
1968,8,6,0,0,0
1968,8,7,0,0,0
1968,8,8,0,0,0
1968,8,9,0,0,0
1968,8,10,0,0,0
1968,8,11,0,0,0
1968,8,12,58,5.8,0.228346457
1968,8,13,15,1.5,0.059055118
1968,8,14,0,0,0
1968,8,15,145,14.5,0.570866142
1968,8,16,249,24.9,0.980314961
1968,8,17,0,0,0
1968,8,18,0,0,0
1968,8,19,0,0,0
1968,8,20,0,0,0
1968,8,21,0,0,0
1968,8,22,0,0,0
1968,8,23,0,0,0
1968,8,24,0,0,0
1968,8,25,0,0,0
1968,8,26,0,0,0
1968,8,27,0,0,0
1968,8,28,0,0,0
1968,8,29,0,0,0
1968,8,30,0,0,0
1968,8,31,23,2.3,0.090551181
1968,9,1,193,19.3,0.75984252
1968,9,2,0,0,0
1968,9,3,0,0,0
1968,9,4,0,0,0
1968,9,5,0,0,0
1968,9,6,102,10.2,0.401574803
1968,9,7,0,0,0
1968,9,8,0,0,0
1968,9,9,13,1.3,0.051181102
1968,9,10,279,27.9,1.098425197
1968,9,11,0,0,0
1968,9,12,0,0,0
1968,9,13,0,0,0
1968,9,14,0,0,0
1968,9,15,0,0,0
1968,9,16,0,0,0
1968,9,17,0,0,0
1968,9,18,51,5.1,0.200787402
1968,9,19,150,15,0.590551181
1968,9,20,0,0,0
1968,9,21,0,0,0
1968,9,22,0,0,0
1968,9,23,0,0,0
1968,9,24,0,0,0
1968,9,25,0,0,0
1968,9,26,0,0,0
1968,9,27,0,0,0
1968,9,28,0,0,0
1968,9,29,0,0,0
1968,9,30,0,0,0
1968,10,1,0,0,0
1968,10,2,0,0,0
1968,10,3,0,0,0
1968,10,4,61,6.1,0.24015748
1968,10,5,0,0,0
1968,10,6,109,10.9,0.429133858
1968,10,7,130,13,0.511811024
1968,10,8,0,0,0
1968,10,9,0,0,0
1968,10,10,0,0,0
1968,10,11,0,0,0
1968,10,12,0,0,0
1968,10,13,0,0,0
1968,10,14,292,29.2,1.149606299
1968,10,15,0,0,0
1968,10,16,15,1.5,0.059055118
1968,10,17,18,1.8,0.070866142
1968,10,18,140,14,0.551181102
1968,10,19,881,88.1,3.468503937
1968,10,20,0,0,0
1968,10,21,0,0,0
1968,10,22,0,0,0
1968,10,23,0,0,0
1968,10,24,0,0,0
1968,10,25,0,0,0
1968,10,26,0,0,0
1968,10,27,0,0,0
1968,10,28,0,0,0
1968,10,29,0,0,0
1968,10,30,0,0,0
1968,10,31,0,0,0
1968,11,1,0,0,0
1968,11,2,0,0,0
1968,11,3,0,0,0
1968,11,4,305,30.5,1.200787402
1968,11,5,0,0,0
1968,11,6,0,0,0
1968,11,7,33,3.3,0.12992126
1968,11,8,0,0,0
1968,11,9,79,7.9,0.311023622
1968,11,10,66,6.6,0.25984252
1968,11,11,84,8.4,0.330708661
1968,11,12,183,18.3,0.720472441
1968,11,13,0,0,0
1968,11,14,0,0,0
1968,11,15,0,0,0
1968,11,16,89,8.9,0.350393701
1968,11,17,23,2.3,0.090551181
1968,11,18,767,76.7,3.019685039
1968,11,19,0,0,0
1968,11,20,0,0,0
1968,11,21,0,0,0
1968,11,22,0,0,0
1968,11,23,0,0,0
1968,11,24,0,0,0
1968,11,25,3,0.3,0.011811024
1968,11,26,0,0,0
1968,11,27,0,0,0
1968,11,28,8,0.8,0.031496063
1968,11,29,0,0,0
1968,11,30,0,0,0
1968,12,1,142,14.2,0.559055118
1968,12,2,48,4.8,0.188976378
1968,12,3,97,9.7,0.381889764
1968,12,4,104,10.4,0.409448819
1968,12,5,0,0,0
1968,12,6,0,0,0
1968,12,7,0,0,0
1968,12,8,0,0,0
1968,12,9,0,0,0
1968,12,10,0,0,0
1968,12,11,0,0,0
1968,12,12,0,0,0
1968,12,13,0,0,0
1968,12,14,89,8.9,0.350393701
1968,12,15,0,0,0
1968,12,16,0,0,0
1968,12,17,0,0,0
1968,12,18,0,0,0
1968,12,19,38,3.8,0.149606299
1968,12,20,3,0.3,0.011811024
1968,12,21,0,0,0
1968,12,22,356,35.6,1.401574803
1968,12,23,114,11.4,0.448818898
1968,12,24,0,0,0
1968,12,25,0,0,0
1968,12,26,0,0,0
1968,12,27,0,0,0
1968,12,28,132,13.2,0.519685039
1968,12,29,0,0,0
1968,12,30,0,0,0
1968,12,31,84,8.4,0.330708661
1969,1,1,0,0,0
1969,1,2,0,0,0
1969,1,3,0,0,0
1969,1,4,0,0,0
1969,1,5,0,0,0
1969,1,6,0,0,0
1969,1,7,0,0,0
1969,1,8,0,0,0
1969,1,9,5,0.5,0.019685039
1969,1,10,0,0,0
1969,1,11,0,0,0
1969,1,12,0,0,0
1969,1,13,0,0,0
1969,1,14,0,0,0
1969,1,15,0,0,0
1969,1,16,0,0,0
1969,1,17,0,0,0
1969,1,18,0,0,0
1969,1,19,305,30.5,1.200787402
1969,1,20,699,69.9,2.751968504
1969,1,21,0,0,0
1969,1,22,0,0,0
1969,1,23,20,2,0.078740157
1969,1,24,145,14.5,0.570866142
1969,1,25,0,0,0
1969,1,26,0,0,0
1969,1,27,0,0,0
1969,1,28,38,3.8,0.149606299
1969,1,29,33,3.3,0.12992126
1969,1,30,0,0,0
1969,1,31,15,1.5,0.059055118
1969,2,1,114,11.4,0.448818898
1969,2,2,305,30.5,1.200787402
1969,2,3,234,23.4,0.921259843
1969,2,4,0,0,0
1969,2,5,0,0,0
1969,2,6,117,11.7,0.460629921
1969,2,7,30,3,0.118110236
1969,2,8,114,11.4,0.448818898
1969,2,9,69,6.9,0.271653543
1969,2,10,0,0,0
1969,2,11,0,0,0
1969,2,12,0,0,0
1969,2,13,0,0,0
1969,2,14,0,0,0
1969,2,15,8,0.8,0.031496063
1969,2,16,218,21.8,0.858267717
1969,2,17,81,8.1,0.318897638
1969,2,18,0,0,0
1969,2,19,0,0,0
1969,2,20,0,0,0
1969,2,21,0,0,0
1969,2,22,33,3.3,0.12992126
1969,2,23,170,17,0.669291339
1969,2,24,0,0,0
1969,2,25,0,0,0
1969,2,26,0,0,0
1969,2,27,0,0,0
1969,2,28,0,0,0
1969,3,1,249,24.9,0.980314961
1969,3,2,0,0,0
1969,3,3,0,0,0
1969,3,4,15,1.5,0.059055118
1969,3,5,0,0,0
1969,3,6,155,15.5,0.61023622
1969,3,7,66,6.6,0.25984252
1969,3,8,0,0,0
1969,3,9,0,0,0
1969,3,10,0,0,0
1969,3,11,0,0,0
1969,3,12,0,0,0
1969,3,13,0,0,0
1969,3,14,0,0,0
1969,3,15,0,0,0
1969,3,16,0,0,0
1969,3,17,0,0,0
1969,3,18,282,28.2,1.11023622
1969,3,19,91,9.1,0.358267717
1969,3,20,0,0,0
1969,3,21,0,0,0
1969,3,22,0,0,0
1969,3,23,0,0,0
1969,3,24,409,40.9,1.61023622
1969,3,25,0,0,0
1969,3,26,0,0,0
1969,3,27,0,0,0
1969,3,28,0,0,0
1969,3,29,0,0,0
1969,3,30,0,0,0
1969,3,31,0,0,0
1969,4,1,0,0,0
1969,4,2,0,0,0
1969,4,3,0,0,0
1969,4,4,0,0,0
1969,4,5,36,3.6,0.141732283
1969,4,6,71,7.1,0.279527559
1969,4,7,0,0,0
1969,4,8,0,0,0
1969,4,9,0,0,0
1969,4,10,58,5.8,0.228346457
1969,4,11,69,6.9,0.271653543
1969,4,12,0,0,0
1969,4,13,0,0,0
1969,4,14,89,8.9,0.350393701
1969,4,15,546,54.6,2.149606299
1969,4,16,117,11.7,0.460629921
1969,4,17,0,0,0
1969,4,18,904,90.4,3.559055118
1969,4,19,0,0,0
1969,4,20,0,0,0
1969,4,21,0,0,0
1969,4,22,0,0,0
1969,4,23,0,0,0
1969,4,24,0,0,0
1969,4,25,0,0,0
1969,4,26,0,0,0
1969,4,27,0,0,0
1969,4,28,0,0,0
1969,4,29,15,1.5,0.059055118
1969,4,30,0,0,0
1969,5,1,0,0,0
1969,5,2,0,0,0
1969,5,3,0,0,0
1969,5,4,0,0,0
1969,5,5,0,0,0
1969,5,6,0,0,0
1969,5,7,0,0,0
1969,5,8,0,0,0
1969,5,9,191,19.1,0.751968504
1969,5,10,0,0,0
1969,5,11,0,0,0
1969,5,12,0,0,0
1969,5,13,0,0,0
1969,5,14,0,0,0
1969,5,15,5,0.5,0.019685039
1969,5,16,56,5.6,0.220472441
1969,5,17,102,10.2,0.401574803
1969,5,18,23,2.3,0.090551181
1969,5,19,91,9.1,0.358267717
1969,5,20,135,13.5,0.531496063
1969,5,21,0,0,0
1969,5,22,0,0,0
1969,5,23,104,10.4,0.409448819
1969,5,24,0,0,0
1969,5,25,122,12.2,0.480314961
1969,5,26,0,0,0
1969,5,27,23,2.3,0.090551181
1969,5,28,0,0,0
1969,5,29,0,0,0
1969,5,30,0,0,0
1969,5,31,0,0,0
1969,6,1,0,0,0
1969,6,2,312,31.2,1.228346457
1969,6,3,0,0,0
1969,6,4,0,0,0
1969,6,5,0,0,0
1969,6,6,0,0,0
1969,6,7,0,0,0
1969,6,8,0,0,0
1969,6,9,0,0,0
1969,6,10,726,72.6,2.858267717
1969,6,11,0,0,0
1969,6,12,5,0.5,0.019685039
1969,6,13,0,0,0
1969,6,14,0,0,0
1969,6,15,287,28.7,1.12992126
1969,6,16,20,2,0.078740157
1969,6,17,0,0,0
1969,6,18,0,0,0
1969,6,19,0,0,0
1969,6,20,79,7.9,0.311023622
1969,6,21,0,0,0
1969,6,22,0,0,0
1969,6,23,3,0.3,0.011811024
1969,6,24,145,14.5,0.570866142
1969,6,25,23,2.3,0.090551181
1969,6,26,0,0,0
1969,6,27,0,0,0
1969,6,28,0,0,0
1969,6,29,0,0,0
1969,6,30,79,7.9,0.311023622
1969,7,1,239,23.9,0.940944882
1969,7,2,0,0,0
1969,7,3,0,0,0
1969,7,4,0,0,0
1969,7,5,0,0,0
1969,7,6,0,0,0
1969,7,7,25,2.5,0.098425197
1969,7,8,0,0,0
1969,7,9,33,3.3,0.12992126
1969,7,10,0,0,0
1969,7,11,0,0,0
1969,7,12,0,0,0
1969,7,13,0,0,0
1969,7,14,0,0,0
1969,7,15,0,0,0
1969,7,16,0,0,0
1969,7,17,0,0,0
1969,7,18,0,0,0
1969,7,19,0,0,0
1969,7,20,0,0,0
1969,7,21,0,0,0
1969,7,22,58,5.8,0.228346457
1969,7,23,132,13.2,0.519685039
1969,7,24,0,0,0
1969,7,25,0,0,0
1969,7,26,0,0,0
1969,7,27,0,0,0
1969,7,28,0,0,0
1969,7,29,0,0,0
1969,7,30,0,0,0
1969,7,31,0,0,0
1969,8,1,183,18.3,0.720472441
1969,8,2,0,0,0
1969,8,3,74,7.4,0.291338583
1969,8,4,0,0,0
1969,8,5,0,0,0
1969,8,6,0,0,0
1969,8,7,0,0,0
1969,8,8,0,0,0
1969,8,9,0,0,0
1969,8,10,0,0,0
1969,8,11,0,0,0
1969,8,12,0,0,0
1969,8,13,0,0,0
1969,8,14,71,7.1,0.279527559
1969,8,15,0,0,0
1969,8,16,231,23.1,0.909448819
1969,8,17,15,1.5,0.059055118
1969,8,18,0,0,0
1969,8,19,0,0,0
1969,8,20,302,30.2,1.188976378
1969,8,21,0,0,0
1969,8,22,206,20.6,0.811023622
1969,8,23,0,0,0
1969,8,24,0,0,0
1969,8,25,0,0,0
1969,8,26,0,0,0
1969,8,27,0,0,0
1969,8,28,0,0,0
1969,8,29,0,0,0
1969,8,30,0,0,0
1969,8,31,5,0.5,0.019685039
1969,9,1,41,4.1,0.161417323
1969,9,2,264,26.4,1.039370079
1969,9,3,0,0,0
1969,9,4,76,7.6,0.299212598
1969,9,5,0,0,0
1969,9,6,5,0.5,0.019685039
1969,9,7,0,0,0
1969,9,8,0,0,0
1969,9,9,71,7.1,0.279527559
1969,9,10,0,0,0
1969,9,11,0,0,0
1969,9,12,0,0,0
1969,9,13,0,0,0
1969,9,14,0,0,0
1969,9,15,0,0,0
1969,9,16,0,0,0
1969,9,17,0,0,0
1969,9,18,8,0.8,0.031496063
1969,9,19,18,1.8,0.070866142
1969,9,20,124,12.4,0.488188976
1969,9,21,5,0.5,0.019685039
1969,9,22,25,2.5,0.098425197
1969,9,23,28,2.8,0.11023622
1969,9,24,64,6.4,0.251968504
1969,9,25,0,0,0
1969,9,26,0,0,0
1969,9,27,0,0,0
1969,9,28,0,0,0
1969,9,29,0,0,0
1969,9,30,0,0,0
1969,10,1,102,10.2,0.401574803
1969,10,2,91,9.1,0.358267717
1969,10,3,0,0,0
1969,10,4,0,0,0
1969,10,5,0,0,0
1969,10,6,0,0,0
1969,10,7,0,0,0
1969,10,8,302,30.2,1.188976378
1969,10,9,0,0,0
1969,10,10,0,0,0
1969,10,11,0,0,0
1969,10,12,0,0,0
1969,10,13,0,0,0
1969,10,14,0,0,0
1969,10,15,38,3.8,0.149606299
1969,10,16,0,0,0
1969,10,17,0,0,0
1969,10,18,0,0,0
1969,10,19,0,0,0
1969,10,20,13,1.3,0.051181102
1969,10,21,0,0,0
1969,10,22,0,0,0
1969,10,23,0,0,0
1969,10,24,0,0,0
1969,10,25,0,0,0
1969,10,26,0,0,0
1969,10,27,0,0,0
1969,10,28,0,0,0
1969,10,29,0,0,0
1969,10,30,0,0,0
1969,10,31,8,0.8,0.031496063
1969,11,1,455,45.5,1.791338583
1969,11,2,66,6.6,0.25984252
1969,11,3,0,0,0
1969,11,4,0,0,0
1969,11,5,0,0,0
1969,11,6,0,0,0
1969,11,7,0,0,0
1969,11,8,0,0,0
1969,11,9,0,0,0
1969,11,10,0,0,0
1969,11,11,0,0,0
1969,11,12,53,5.3,0.208661417
1969,11,13,20,2,0.078740157
1969,11,14,0,0,0
1969,11,15,0,0,0
1969,11,16,0,0,0
1969,11,17,0,0,0
1969,11,18,0,0,0
1969,11,19,178,17.8,0.700787402
1969,11,20,0,0,0
1969,11,21,0,0,0
1969,11,22,0,0,0
1969,11,23,0,0,0
1969,11,24,3,0.3,0.011811024
1969,11,25,0,0,0
1969,11,26,0,0,0
1969,11,27,0,0,0
1969,11,28,0,0,0
1969,11,29,0,0,0
1969,11,30,0,0,0
1969,12,1,0,0,0
1969,12,2,0,0,0
1969,12,3,0,0,0
1969,12,4,0,0,0
1969,12,5,0,0,0
1969,12,6,13,1.3,0.051181102
1969,12,7,366,36.6,1.440944882
1969,12,8,3,0.3,0.011811024
1969,12,9,0,0,0
1969,12,10,282,28.2,1.11023622
1969,12,11,5,0.5,0.019685039
1969,12,12,0,0,0
1969,12,13,0,0,0
1969,12,14,0,0,0
1969,12,15,0,0,0
1969,12,16,0,0,0
1969,12,17,0,0,0
1969,12,18,0,0,0
1969,12,19,0,0,0
1969,12,20,0,0,0
1969,12,21,10,1,0.039370079
1969,12,22,112,11.2,0.440944882
1969,12,23,0,0,0
1969,12,24,0,0,0
1969,12,25,142,14.2,0.559055118
1969,12,26,107,10.7,0.421259843
1969,12,27,0,0,0
1969,12,28,0,0,0
1969,12,29,0,0,0
1969,12,30,3,0.3,0.011811024
1969,12,31,86,8.6,0.338582677
1970,1,1,0,0,0
1970,1,2,0,0,0
1970,1,3,0,0,0
1970,1,4,0,0,0
1970,1,5,0,0,0
1970,1,6,119,11.9,0.468503937
1970,1,7,20,2,0.078740157
1970,1,8,0,0,0
1970,1,9,0,0,0
1970,1,10,0,0,0
1970,1,11,5,0.5,0.019685039
1970,1,12,117,11.7,0.460629921
1970,1,13,0,0,0
1970,1,14,0,0,0
1970,1,15,0,0,0
1970,1,16,0,0,0
1970,1,17,86,8.6,0.338582677
1970,1,18,15,1.5,0.059055118
1970,1,19,0,0,0
1970,1,20,0,0,0
1970,1,21,0,0,0
1970,1,22,0,0,0
1970,1,23,28,2.8,0.11023622
1970,1,24,0,0,0
1970,1,25,0,0,0
1970,1,26,130,13,0.511811024
1970,1,27,0,0,0
1970,1,28,0,0,0
1970,1,29,43,4.3,0.169291339
1970,1,30,23,2.3,0.090551181
1970,1,31,0,0,0
1970,2,1,0,0,0
1970,2,2,211,21.1,0.830708661
1970,2,3,114,11.4,0.448818898
1970,2,4,5,0.5,0.019685039
1970,2,5,0,0,0
1970,2,6,0,0,0
1970,2,7,0,0,0
1970,2,8,0,0,0
1970,2,9,33,3.3,0.12992126
1970,2,10,0,0,0
1970,2,11,0,0,0
1970,2,12,0,0,0
1970,2,13,0,0,0
1970,2,14,0,0,0
1970,2,15,0,0,0
1970,2,16,432,43.2,1.700787402
1970,2,17,10,1,0.039370079
1970,2,18,0,0,0
1970,2,19,0,0,0
1970,2,20,0,0,0
1970,2,21,0,0,0
1970,2,22,0,0,0
1970,2,23,0,0,0
1970,2,24,0,0,0
1970,2,25,124,12.4,0.488188976
1970,2,26,0,0,0
1970,2,27,0,0,0
1970,2,28,0,0,0
1970,3,1,0,0,0
1970,3,2,0,0,0
1970,3,3,0,0,0
1970,3,4,28,2.8,0.11023622
1970,3,5,0,0,0
1970,3,6,0,0,0
1970,3,7,0,0,0
1970,3,8,0,0,0
1970,3,9,0,0,0
1970,3,10,0,0,0
1970,3,11,0,0,0
1970,3,12,0,0,0
1970,3,13,0,0,0
1970,3,14,0,0,0
1970,3,15,0,0,0
1970,3,16,0,0,0
1970,3,17,0,0,0
1970,3,18,147,14.7,0.578740157
1970,3,19,183,18.3,0.720472441
1970,3,20,168,16.8,0.661417323
1970,3,21,249,24.9,0.980314961
1970,3,22,104,10.4,0.409448819
1970,3,23,0,0,0
1970,3,24,5,0.5,0.019685039
1970,3,25,0,0,0
1970,3,26,5,0.5,0.019685039
1970,3,27,0,0,0
1970,3,28,0,0,0
1970,3,29,84,8.4,0.330708661
1970,3,30,18,1.8,0.070866142
1970,3,31,46,4.6,0.181102362
1970,4,1,318,31.8,1.251968504
1970,4,2,160,16,0.62992126
1970,4,3,0,0,0
1970,4,4,0,0,0
1970,4,5,0,0,0
1970,4,6,5,0.5,0.019685039
1970,4,7,0,0,0
1970,4,8,0,0,0
1970,4,9,28,2.8,0.11023622
1970,4,10,0,0,0
1970,4,11,0,0,0
1970,4,12,8,0.8,0.031496063
1970,4,13,3,0.3,0.011811024
1970,4,14,46,4.6,0.181102362
1970,4,15,0,0,0
1970,4,16,0,0,0
1970,4,17,66,6.6,0.25984252
1970,4,18,0,0,0
1970,4,19,0,0,0
1970,4,20,84,8.4,0.330708661
1970,4,21,0,0,0
1970,4,22,0,0,0
1970,4,23,0,0,0
1970,4,24,43,4.3,0.169291339
1970,4,25,15,1.5,0.059055118
1970,4,26,122,12.2,0.480314961
1970,4,27,8,0.8,0.031496063
1970,4,28,10,1,0.039370079
1970,4,29,0,0,0
1970,4,30,0,0,0
1970,5,1,0,0,0
1970,5,2,0,0,0
1970,5,3,284,28.4,1.118110236
1970,5,4,109,10.9,0.429133858
1970,5,5,0,0,0
1970,5,6,0,0,0
1970,5,7,0,0,0
1970,5,8,0,0,0
1970,5,9,0,0,0
1970,5,10,0,0,0
1970,5,11,0,0,0
1970,5,12,0,0,0
1970,5,13,0,0,0
1970,5,14,0,0,0
1970,5,15,0,0,0
1970,5,16,84,8.4,0.330708661
1970,5,17,76,7.6,0.299212598
1970,5,18,0,0,0
1970,5,19,0,0,0
1970,5,20,0,0,0
1970,5,21,0,0,0
1970,5,22,0,0,0
1970,5,23,0,0,0
1970,5,24,0,0,0
1970,5,25,0,0,0
1970,5,26,51,5.1,0.200787402
1970,5,27,0,0,0
1970,5,28,0,0,0
1970,5,29,99,9.9,0.38976378
1970,5,30,5,0.5,0.019685039
1970,5,31,13,1.3,0.051181102
1970,6,1,28,2.8,0.11023622
1970,6,2,5,0.5,0.019685039
1970,6,3,10,1,0.039370079
1970,6,4,30,3,0.118110236
1970,6,5,61,6.1,0.24015748
1970,6,6,5,0.5,0.019685039
1970,6,7,0,0,0
1970,6,8,0,0,0
1970,6,9,0,0,0
1970,6,10,0,0,0
1970,6,11,0,0,0
1970,6,12,0,0,0
1970,6,13,0,0,0
1970,6,14,46,4.6,0.181102362
1970,6,15,0,0,0
1970,6,16,0,0,0
1970,6,17,0,0,0
1970,6,18,0,0,0
1970,6,19,0,0,0
1970,6,20,10,1,0.039370079
1970,6,21,69,6.9,0.271653543
1970,6,22,0,0,0
1970,6,23,0,0,0
1970,6,24,119,11.9,0.468503937
1970,6,25,3,0.3,0.011811024
1970,6,26,3,0.3,0.011811024
1970,6,27,0,0,0
1970,6,28,0,0,0
1970,6,29,0,0,0
1970,6,30,0,0,0
1970,7,1,0,0,0
1970,7,2,0,0,0
1970,7,3,0,0,0
1970,7,4,51,5.1,0.200787402
1970,7,5,0,0,0
1970,7,6,0,0,0
1970,7,7,0,0,0
1970,7,8,0,0,0
1970,7,9,0,0,0
1970,7,10,0,0,0
