YEAR,MONTH,DAY,TENTHS,MM,IN
1975,1,27,0,0,0
1975,1,28,0,0,0
1975,1,29,0,0,0
1975,1,30,0,0,0
1975,1,31,0,0,0
1975,2,1,0,0,0
1975,2,2,76,7.6,0.299212598
1975,2,3,43,4.3,0.169291339
1975,2,4,297,29.7,1.169291339
1975,2,5,244,24.4,0.960629921
1975,2,6,15,1.5,0.059055118
1975,2,7,0,0,0
1975,2,8,0,0,0
1975,2,9,0,0,0
1975,2,10,0,0,0
1975,2,11,0,0,0
1975,2,12,173,17.3,0.681102362
1975,2,13,0,0,0
1975,2,14,0,0,0
1975,2,15,0,0,0
1975,2,16,142,14.2,0.559055118
1975,2,17,104,10.4,0.409448819
1975,2,18,8,0.8,0.031496063
1975,2,19,513,51.3,2.019685039
1975,2,20,0,0,0
1975,2,21,0,0,0
1975,2,22,8,0.8,0.031496063
1975,2,23,206,20.6,0.811023622
1975,2,24,168,16.8,0.661417323
1975,2,25,0,0,0
1975,2,26,0,0,0
1975,2,27,0,0,0
1975,2,28,25,2.5,0.098425197
1975,3,1,0,0,0
1975,3,2,38,3.8,0.149606299
1975,3,3,0,0,0
1975,3,4,0,0,0
1975,3,5,0,0,0
1975,3,6,0,0,0
1975,3,7,0,0,0
1975,3,8,89,8.9,0.350393701
1975,3,9,0,0,0
1975,3,10,10,1,0.039370079
1975,3,11,104,10.4,0.409448819
1975,3,12,132,13.2,0.519685039
1975,3,13,584,58.4,2.299212598
1975,3,14,843,84.3,3.318897638
1975,3,15,0,0,0
1975,3,16,13,1.3,0.051181102
1975,3,17,102,10.2,0.401574803
1975,3,18,15,1.5,0.059055118
1975,3,19,244,24.4,0.960629921
1975,3,20,0,0,0
1975,3,21,0,0,0
1975,3,22,0,0,0
1975,3,23,36,3.6,0.141732283
1975,3,24,5,0.5,0.019685039
1975,3,25,264,26.4,1.039370079
1975,3,26,0,0,0
1975,3,27,0,0,0
1975,3,28,0,0,0
1975,3,29,38,3.8,0.149606299
1975,3,30,241,24.1,0.948818898
1975,3,31,0,0,0
1975,4,1,33,3.3,0.12992126
1975,4,2,0,0,0
1975,4,3,99,9.9,0.38976378
1975,4,4,0,0,0
1975,4,5,0,0,0
1975,4,6,0,0,0
1975,4,7,0,0,0
1975,4,8,0,0,0
1975,4,9,0,0,0
1975,4,10,8,0.8,0.031496063
1975,4,11,15,1.5,0.059055118
1975,4,12,5,0.5,0.019685039
1975,4,13,0,0,0
1975,4,14,23,2.3,0.090551181
1975,4,15,165,16.5,0.649606299
1975,4,16,0,0,0
1975,4,17,0,0,0
1975,4,18,0,0,0
1975,4,19,0,0,0
1975,4,20,0,0,0
1975,4,21,0,0,0
1975,4,22,0,0,0
1975,4,23,0,0,0
1975,4,24,5,0.5,0.019685039
1975,4,25,0,0,0
1975,4,26,25,2.5,0.098425197
1975,4,27,0,0,0
1975,4,28,0,0,0
1975,4,29,0,0,0
1975,4,30,0,0,0
1975,5,1,69,6.9,0.271653543
1975,5,2,401,40.1,1.578740157
1975,5,3,66,6.6,0.25984252
1975,5,4,409,40.9,1.61023622
1975,5,5,0,0,0
1975,5,6,0,0,0
1975,5,7,0,0,0
1975,5,8,5,0.5,0.019685039
1975,5,9,48,4.8,0.188976378
1975,5,10,114,11.4,0.448818898
1975,5,11,51,5.1,0.200787402
1975,5,12,69,6.9,0.271653543
1975,5,13,569,56.9,2.24015748
1975,5,14,0,0,0
1975,5,15,208,20.8,0.818897638
1975,5,16,267,26.7,1.051181102
1975,5,17,79,7.9,0.311023622
1975,5,18,13,1.3,0.051181102
1975,5,19,8,0.8,0.031496063
1975,5,20,0,0,0
1975,5,21,0,0,0
1975,5,22,0,0,0
1975,5,23,0,0,0
1975,5,24,0,0,0
1975,5,25,0,0,0
1975,5,26,0,0,0
1975,5,27,0,0,0
1975,5,28,33,3.3,0.12992126
1975,5,29,36,3.6,0.141732283
1975,5,30,127,12.7,0.5
1975,5,31,0,0,0
1975,6,1,864,86.4,3.401574803
1975,6,2,0,0,0
1975,6,3,0,0,0
1975,6,4,0,0,0
1975,6,5,0,0,0
1975,6,6,15,1.5,0.059055118
1975,6,7,0,0,0
1975,6,8,0,0,0
1975,6,9,0,0,0
1975,6,10,13,1.3,0.051181102
1975,6,11,0,0,0
1975,6,12,244,24.4,0.960629921
1975,6,13,0,0,0
1975,6,14,0,0,0
1975,6,15,0,0,0
1975,6,16,99,9.9,0.38976378
1975,6,17,0,0,0
1975,6,18,0,0,0
1975,6,19,30,3,0.118110236
1975,6,20,41,4.1,0.161417323
1975,6,21,25,2.5,0.098425197
1975,6,22,0,0,0
1975,6,23,0,0,0
1975,6,24,0,0,0
1975,6,25,0,0,0
1975,6,26,48,4.8,0.188976378
1975,6,27,0,0,0
1975,6,28,0,0,0
1975,6,29,25,2.5,0.098425197
1975,6,30,8,0.8,0.031496063
1975,7,1,0,0,0
1975,7,2,0,0,0
1975,7,3,0,0,0
1975,7,4,0,0,0
1975,7,5,0,0,0
1975,7,6,33,3.3,0.12992126
1975,7,7,53,5.3,0.208661417
1975,7,8,0,0,0
1975,7,9,0,0,0
1975,7,10,0,0,0
1975,7,11,0,0,0
1975,7,12,267,26.7,1.051181102
1975,7,13,0,0,0
1975,7,14,8,0.8,0.031496063
1975,7,15,257,25.7,1.011811024
1975,7,16,8,0.8,0.031496063
1975,7,17,0,0,0
1975,7,18,15,1.5,0.059055118
1975,7,19,130,13,0.511811024
1975,7,20,112,11.2,0.440944882
1975,7,21,48,4.8,0.188976378
1975,7,22,0,0,0
1975,7,23,0,0,0
1975,7,24,0,0,0
1975,7,25,8,0.8,0.031496063
1975,7,26,13,1.3,0.051181102
1975,7,27,33,3.3,0.12992126
1975,7,28,0,0,0
1975,7,29,0,0,0
1975,7,30,102,10.2,0.401574803
1975,7,31,244,24.4,0.960629921
1975,8,1,8,0.8,0.031496063
1975,8,2,28,2.8,0.11023622
1975,8,3,0,0,0
1975,8,4,8,0.8,0.031496063
1975,8,5,5,0.5,0.019685039
1975,8,6,51,5.1,0.200787402
1975,8,7,25,2.5,0.098425197
1975,8,8,0,0,0
1975,8,9,3,0.3,0.011811024
1975,8,10,5,0.5,0.019685039
1975,8,11,23,2.3,0.090551181
1975,8,12,56,5.6,0.220472441
1975,8,13,0,0,0
1975,8,14,0,0,0
1975,8,15,0,0,0
1975,8,16,0,0,0
1975,8,17,0,0,0
1975,8,18,5,0.5,0.019685039
1975,8,19,0,0,0
1975,8,20,183,18.3,0.720472441
1975,8,21,0,0,0
1975,8,22,0,0,0
1975,8,23,0,0,0
1975,8,24,0,0,0
1975,8,25,0,0,0
1975,8,26,0,0,0
1975,8,27,5,0.5,0.019685039
1975,8,28,48,4.8,0.188976378
1975,8,29,0,0,0
1975,8,30,0,0,0
1975,8,31,0,0,0
1975,9,1,175,17.5,0.688976378
1975,9,2,0,0,0
1975,9,3,0,0,0
1975,9,4,0,0,0
1975,9,5,0,0,0
1975,9,6,15,1.5,0.059055118
1975,9,7,41,4.1,0.161417323
1975,9,8,353,35.3,1.38976378
1975,9,9,0,0,0
1975,9,10,0,0,0
1975,9,11,56,5.6,0.220472441
1975,9,12,157,15.7,0.618110236
1975,9,13,28,2.8,0.11023622
1975,9,14,0,0,0
1975,9,15,0,0,0
1975,9,16,0,0,0
1975,9,17,97,9.7,0.381889764
1975,9,18,406,40.6,1.598425197
1975,9,19,23,2.3,0.090551181
1975,9,20,0,0,0
1975,9,21,0,0,0
1975,9,22,89,8.9,0.350393701
1975,9,23,277,27.7,1.090551181
1975,9,24,287,28.7,1.12992126
1975,9,25,8,0.8,0.031496063
1975,9,26,0,0,0
1975,9,27,0,0,0
1975,9,28,0,0,0
1975,9,29,0,0,0
1975,9,30,0,0,0
1975,10,1,0,0,0
1975,10,2,224,22.4,0.881889764
1975,10,3,0,0,0
1975,10,4,0,0,0
1975,10,5,5,0.5,0.019685039
1975,10,6,5,0.5,0.019685039
1975,10,7,0,0,0
1975,10,8,274,27.4,1.078740157
1975,10,9,592,59.2,2.330708661
1975,10,10,0,0,0
1975,10,11,0,0,0
1975,10,12,0,0,0
1975,10,13,0,0,0
1975,10,14,0,0,0
1975,10,15,0,0,0
1975,10,16,0,0,0
1975,10,17,140,14,0.551181102
1975,10,18,396,39.6,1.559055118
1975,10,19,0,0,0
1975,10,20,0,0,0
1975,10,21,0,0,0
1975,10,22,0,0,0
1975,10,23,0,0,0
1975,10,24,0,0,0
1975,10,25,0,0,0
1975,10,26,0,0,0
1975,10,27,5,0.5,0.019685039
1975,10,28,0,0,0
1975,10,29,0,0,0
1975,10,30,5,0.5,0.019685039
1975,10,31,0,0,0
1975,11,1,0,0,0
1975,11,2,0,0,0
1975,11,3,0,0,0
1975,11,4,0,0,0
1975,11,5,0,0,0
1975,11,6,0,0,0
1975,11,7,216,21.6,0.850393701
1975,11,8,114,11.4,0.448818898
1975,11,9,0,0,0
1975,11,10,203,20.3,0.799212598
1975,11,11,8,0.8,0.031496063
1975,11,12,84,8.4,0.330708661
1975,11,13,249,24.9,0.980314961
1975,11,14,0,0,0
1975,11,15,0,0,0
1975,11,16,0,0,0
1975,11,17,0,0,0
1975,11,18,0,0,0
1975,11,19,0,0,0
1975,11,20,0,0,0
1975,11,21,53,5.3,0.208661417
1975,11,22,0,0,0
1975,11,23,89,8.9,0.350393701
1975,11,24,0,0,0
1975,11,25,0,0,0
1975,11,26,0,0,0
1975,11,27,94,9.4,0.37007874
1975,11,28,0,0,0
1975,11,29,0,0,0
1975,11,30,0,0,0
1975,12,1,165,16.5,0.649606299
1975,12,2,0,0,0
1975,12,3,0,0,0
1975,12,4,0,0,0
1975,12,5,0,0,0
1975,12,6,0,0,0
1975,12,7,10,1,0.039370079
1975,12,8,13,1.3,0.051181102
1975,12,9,0,0,0
1975,12,10,25,2.5,0.098425197
1975,12,11,0,0,0
1975,12,12,0,0,0
1975,12,13,0,0,0
1975,12,14,5,0.5,0.019685039
1975,12,15,0,0,0
1975,12,16,51,5.1,0.200787402
1975,12,17,10,1,0.039370079
1975,12,18,51,5.1,0.200787402
1975,12,19,0,0,0
1975,12,20,0,0,0
1975,12,21,0,0,0
1975,12,22,0,0,0
1975,12,23,0,0,0
1975,12,24,0,0,0
1975,12,25,15,1.5,0.059055118
1975,12,26,267,26.7,1.051181102
1975,12,27,0,0,0
1975,12,28,0,0,0
1975,12,29,0,0,0
1975,12,30,104,10.4,0.409448819
1975,12,31,239,23.9,0.940944882
1976,1,1,107,10.7,0.421259843
1976,1,2,0,0,0
1976,1,3,48,4.8,0.188976378
1976,1,4,74,7.4,0.291338583
1976,1,5,0,0,0
1976,1,6,0,0,0
1976,1,7,25,2.5,0.098425197
1976,1,8,231,23.1,0.909448819
1976,1,9,0,0,0
1976,1,10,0,0,0
1976,1,11,0,0,0
1976,1,12,58,5.8,0.228346457
1976,1,13,30,3,0.118110236
1976,1,14,104,10.4,0.409448819
1976,1,15,0,0,0
1976,1,16,0,0,0
1976,1,17,15,1.5,0.059055118
1976,1,18,0,0,0
1976,1,19,0,0,0
1976,1,20,0,0,0
1976,1,21,0,0,0
1976,1,22,0,0,0
1976,1,23,0,0,0
1976,1,24,0,0,0
1976,1,25,23,2.3,0.090551181
1976,1,26,122,12.2,0.480314961
1976,1,27,622,62.2,2.448818898
1976,1,28,58,5.8,0.228346457
1976,1,29,0,0,0
1976,1,30,0,0,0
1976,1,31,0,0,0
1976,2,1,48,4.8,0.188976378
1976,2,2,160,16,0.62992126
1976,2,3,0,0,0
1976,2,4,0,0,0
1976,2,5,0,0,0
1976,2,6,0,0,0
1976,2,7,0,0,0
1976,2,8,0,0,0
1976,2,9,0,0,0
1976,2,10,0,0,0
1976,2,11,0,0,0
1976,2,12,0,0,0
1976,2,13,0,0,0
1976,2,14,0,0,0
1976,2,15,0,0,0
1976,2,16,0,0,0
1976,2,17,0,0,0
1976,2,18,0,0,0
1976,2,19,168,16.8,0.661417323
1976,2,20,0,0,0
1976,2,21,0,0,0
1976,2,22,320,32,1.25984252
1976,2,23,0,0,0
1976,2,24,0,0,0
1976,2,25,0,0,0
1976,2,26,0,0,0
1976,2,27,0,0,0
1976,2,28,0,0,0
1976,2,29,0,0,0
1976,3,1,0,0,0
1976,3,2,0,0,0
1976,3,3,0,0,0
1976,3,4,0,0,0
1976,3,5,0,0,0
1976,3,6,61,6.1,0.24015748
1976,3,7,69,6.9,0.271653543
1976,3,8,0,0,0
1976,3,9,208,20.8,0.818897638
1976,3,10,53,5.3,0.208661417
1976,3,11,0,0,0
1976,3,12,0,0,0
1976,3,13,503,50.3,1.980314961
1976,3,14,0,0,0
1976,3,15,0,0,0
1976,3,16,574,57.4,2.25984252
1976,3,17,8,0.8,0.031496063
1976,3,18,0,0,0
1976,3,19,0,0,0
1976,3,20,0,0,0
1976,3,21,89,8.9,0.350393701
1976,3,22,0,0,0
1976,3,23,0,0,0
1976,3,24,0,0,0
1976,3,25,0,0,0
1976,3,26,0,0,0
1976,3,27,25,2.5,0.098425197
1976,3,28,0,0,0
1976,3,29,0,0,0
1976,3,30,234,23.4,0.921259843
1976,3,31,333,33.3,1.311023622
1976,4,1,193,19.3,0.75984252
1976,4,2,18,1.8,0.070866142
1976,4,3,0,0,0
1976,4,4,0,0,0
1976,4,5,0,0,0
1976,4,6,0,0,0
1976,4,7,0,0,0
1976,4,8,0,0,0
1976,4,9,0,0,0
1976,4,10,0,0,0
1976,4,11,0,0,0
1976,4,12,0,0,0
1976,4,13,0,0,0
1976,4,14,0,0,0
1976,4,15,0,0,0
1976,4,16,0,0,0
1976,4,17,0,0,0
1976,4,18,0,0,0
1976,4,19,0,0,0
1976,4,20,0,0,0
1976,4,21,0,0,0
1976,4,22,13,1.3,0.051181102
1976,4,23,0,0,0
1976,4,24,0,0,0
1976,4,25,18,1.8,0.070866142
1976,4,26,8,0.8,0.031496063
1976,4,27,0,0,0
1976,4,28,0,0,0
1976,4,29,0,0,0
1976,4,30,18,1.8,0.070866142
1976,5,1,318,31.8,1.251968504
1976,5,2,0,0,0
1976,5,3,0,0,0
1976,5,4,0,0,0
1976,5,5,0,0,0
1976,5,6,0,0,0
1976,5,7,206,20.6,0.811023622
1976,5,8,20,2,0.078740157
1976,5,9,0,0,0
1976,5,10,0,0,0
1976,5,11,43,4.3,0.169291339
1976,5,12,66,6.6,0.25984252
1976,5,13,0,0,0
1976,5,14,0,0,0
1976,5,15,404,40.4,1.590551181
1976,5,16,91,9.1,0.358267717
1976,5,17,36,3.6,0.141732283
1976,5,18,0,0,0
1976,5,19,0,0,0
1976,5,20,0,0,0
1976,5,21,0,0,0
1976,5,22,0,0,0
1976,5,23,0,0,0
1976,5,24,0,0,0
1976,5,25,36,3.6,0.141732283
1976,5,26,0,0,0
1976,5,27,0,0,0
1976,5,28,89,8.9,0.350393701
1976,5,29,610,61,2.401574803
1976,5,30,33,3.3,0.12992126
1976,5,31,0,0,0
1976,6,1,0,0,0
1976,6,2,30,3,0.118110236
1976,6,3,155,15.5,0.61023622
1976,6,4,8,0.8,0.031496063
1976,6,5,0,0,0
1976,6,6,0,0,0
1976,6,7,0,0,0
1976,6,8,0,0,0
1976,6,9,33,3.3,0.12992126
1976,6,10,5,0.5,0.019685039
1976,6,11,0,0,0
1976,6,12,0,0,0
1976,6,13,0,0,0
1976,6,14,0,0,0
1976,6,15,0,0,0
1976,6,16,25,2.5,0.098425197
1976,6,17,295,29.5,1.161417323
1976,6,18,23,2.3,0.090551181
1976,6,19,8,0.8,0.031496063
1976,6,20,246,24.6,0.968503937
1976,6,21,0,0,0
1976,6,22,79,7.9,0.311023622
1976,6,23,0,0,0
1976,6,24,5,0.5,0.019685039
1976,6,25,5,0.5,0.019685039
1976,6,26,0,0,0
1976,6,27,38,3.8,0.149606299
1976,6,28,5,0.5,0.019685039
1976,6,29,13,1.3,0.051181102
1976,6,30,64,6.4,0.251968504
1976,7,1,0,0,0
1976,7,2,0,0,0
1976,7,3,0,0,0
1976,7,4,193,19.3,0.75984252
1976,7,5,787,78.7,3.098425197
1976,7,6,36,3.6,0.141732283
1976,7,7,61,6.1,0.24015748
1976,7,8,0,0,0
1976,7,9,0,0,0
1976,7,10,0,0,0
1976,7,11,0,0,0
1976,7,12,0,0,0
1976,7,13,0,0,0
1976,7,14,0,0,0
1976,7,15,0,0,0
1976,7,16,99,9.9,0.38976378
1976,7,17,0,0,0
1976,7,18,0,0,0
1976,7,19,0,0,0
1976,7,20,76,7.6,0.299212598
1976,7,21,0,0,0
1976,7,22,0,0,0
1976,7,23,0,0,0
1976,7,24,0,0,0
1976,7,25,30,3,0.118110236
1976,7,26,0,0,0
1976,7,27,0,0,0
1976,7,28,38,3.8,0.149606299
1976,7,29,0,0,0
1976,7,30,0,0,0
1976,7,31,0,0,0
1976,8,1,0,0,0
1976,8,2,0,0,0
1976,8,3,0,0,0
1976,8,4,0,0,0
1976,8,5,0,0,0
1976,8,6,0,0,0
1976,8,7,432,43.2,1.700787402
1976,8,8,51,5.1,0.200787402
1976,8,9,0,0,0
1976,8,10,0,0,0
1976,8,11,0,0,0
1976,8,12,0,0,0
1976,8,13,0,0,0
1976,8,14,0,0,0
1976,8,15,0,0,0
1976,8,16,114,11.4,0.448818898
1976,8,17,13,1.3,0.051181102
1976,8,18,0,0,0
1976,8,19,0,0,0
1976,8,20,0,0,0
1976,8,21,30,3,0.118110236
1976,8,22,0,0,0
1976,8,23,0,0,0
1976,8,24,0,0,0
1976,8,25,0,0,0
1976,8,26,10,1,0.039370079
1976,8,27,0,0,0
1976,8,28,224,22.4,0.881889764
1976,8,29,15,1.5,0.059055118
1976,8,30,51,5.1,0.200787402
1976,8,31,0,0,0
1976,9,1,0,0,0
1976,9,2,0,0,0
1976,9,3,18,1.8,0.070866142
1976,9,4,8,0.8,0.031496063
1976,9,5,0,0,0
1976,9,6,0,0,0
1976,9,7,0,0,0
1976,9,8,0,0,0
1976,9,9,0,0,0
1976,9,10,0,0,0
1976,9,11,0,0,0
1976,9,12,0,0,0
1976,9,13,0,0,0
1976,9,14,18,1.8,0.070866142
1976,9,15,356,35.6,1.401574803
1976,9,16,18,1.8,0.070866142
1976,9,17,0,0,0
1976,9,18,0,0,0
1976,9,19,0,0,0
1976,9,20,0,0,0
1976,9,21,23,2.3,0.090551181
1976,9,22,0,0,0
1976,9,23,0,0,0
1976,9,24,0,0,0
1976,9,25,0,0,0
1976,9,26,518,51.8,2.039370079
1976,9,27,122,12.2,0.480314961
1976,9,28,30,3,0.118110236
1976,9,29,36,3.6,0.141732283
1976,9,30,277,27.7,1.090551181
1976,10,1,0,0,0
1976,10,2,0,0,0
1976,10,3,0,0,0
1976,10,4,0,0,0
1976,10,5,0,0,0
1976,10,6,0,0,0
1976,10,7,191,19.1,0.751968504
1976,10,8,475,47.5,1.87007874
1976,10,9,460,46,1.811023622
1976,10,10,0,0,0
1976,10,11,0,0,0
1976,10,12,0,0,0
1976,10,13,0,0,0
1976,10,14,0,0,0
1976,10,15,0,0,0
1976,10,16,0,0,0
1976,10,17,30,3,0.118110236
1976,10,18,15,1.5,0.059055118
1976,10,19,0,0,0
1976,10,20,46,4.6,0.181102362
1976,10,21,0,0,0
1976,10,22,0,0,0
1976,10,23,0,0,0
1976,10,24,20,2,0.078740157
1976,10,25,53,5.3,0.208661417
1976,10,26,282,28.2,1.11023622
1976,10,27,0,0,0
1976,10,28,0,0,0
1976,10,29,0,0,0
1976,10,30,3,0.3,0.011811024
1976,10,31,213,21.3,0.838582677
1976,11,1,0,0,0
1976,11,2,0,0,0
1976,11,3,0,0,0
1976,11,4,0,0,0
1976,11,5,0,0,0
1976,11,6,0,0,0
1976,11,7,0,0,0
1976,11,8,0,0,0
1976,11,9,0,0,0
1976,11,10,0,0,0
1976,11,11,0,0,0
1976,11,12,157,15.7,0.618110236
1976,11,13,0,0,0
1976,11,14,0,0,0
1976,11,15,152,15.2,0.598425197
1976,11,16,0,0,0
1976,11,17,0,0,0
1976,11,18,0,0,0
1976,11,19,0,0,0
1976,11,20,8,0.8,0.031496063
1976,11,21,28,2.8,0.11023622
1976,11,22,0,0,0
1976,11,23,0,0,0
1976,11,24,0,0,0
1976,11,25,0,0,0
1976,11,26,0,0,0
1976,11,27,132,13.2,0.519685039
1976,11,28,218,21.8,0.858267717
1976,11,29,312,31.2,1.228346457
1976,11,30,0,0,0
1976,12,1,0,0,0
1976,12,2,0,0,0
1976,12,3,0,0,0
1976,12,4,0,0,0
1976,12,5,0,0,0
1976,12,6,23,2.3,0.090551181
1976,12,7,533,53.3,2.098425197
1976,12,8,30,3,0.118110236
1976,12,9,0,0,0
1976,12,10,0,0,0
1976,12,11,36,3.6,0.141732283
1976,12,12,246,24.6,0.968503937
1976,12,13,71,7.1,0.279527559
1976,12,14,0,0,0
1976,12,15,361,36.1,1.421259843
1976,12,16,122,12.2,0.480314961
1976,12,17,0,0,0
1976,12,18,0,0,0
1976,12,19,0,0,0
1976,12,20,69,6.9,0.271653543
1976,12,21,206,20.6,0.811023622
1976,12,22,0,0,0
1976,12,23,0,0,0
1976,12,24,0,0,0
1976,12,25,0,0,0
1976,12,26,168,16.8,0.661417323
1976,12,27,0,0,0
1976,12,28,0,0,0
1976,12,29,0,0,0
1976,12,30,0,0,0
1976,12,31,30,3,0.118110236
1977,1,1,0,0,0
1977,1,2,0,0,0
1977,1,3,0,0,0
1977,1,4,71,7.1,0.279527559
1977,1,5,30,3,0.118110236
1977,1,6,13,1.3,0.051181102
1977,1,7,180,18,0.708661417
1977,1,8,0,0,0
1977,1,9,23,2.3,0.090551181
1977,1,10,434,43.4,1.708661417
1977,1,11,0,0,0
1977,1,12,0,0,0
1977,1,13,0,0,0
1977,1,14,66,6.6,0.25984252
1977,1,15,211,21.1,0.830708661
1977,1,16,0,0,0
1977,1,17,0,0,0
1977,1,18,0,0,0
1977,1,19,0,0,0
1977,1,20,0,0,0
1977,1,21,0,0,0
1977,1,22,0,0,0
1977,1,23,0,0,0
1977,1,24,5,0.5,0.019685039
1977,1,25,135,13.5,0.531496063
1977,1,26,0,0,0
1977,1,27,0,0,0
1977,1,28,13,1.3,0.051181102
1977,1,29,0,0,0
1977,1,30,0,0,0
1977,1,31,0,0,0
1977,2,1,0,0,0
1977,2,2,0,0,0
1977,2,3,0,0,0
1977,2,4,0,0,0
1977,2,5,0,0,0
1977,2,6,0,0,0
1977,2,7,0,0,0
1977,2,8,0,0,0
1977,2,9,0,0,0
1977,2,10,0,0,0
1977,2,11,0,0,0
1977,2,12,0,0,0
1977,2,13,239,23.9,0.940944882
1977,2,14,0,0,0
1977,2,15,0,0,0
1977,2,16,0,0,0
1977,2,17,0,0,0
1977,2,18,0,0,0
1977,2,19,0,0,0
1977,2,20,0,0,0
1977,2,21,0,0,0
1977,2,22,0,0,0
1977,2,23,0,0,0
1977,2,24,224,22.4,0.881889764
1977,2,25,0,0,0
1977,2,26,0,0,0
1977,2,27,165,16.5,0.649606299
1977,2,28,15,1.5,0.059055118
1977,3,1,0,0,0
1977,3,2,0,0,0
1977,3,3,0,0,0
1977,3,4,13,1.3,0.051181102
1977,3,5,155,15.5,0.61023622
1977,3,6,74,7.4,0.291338583
1977,3,7,137,13.7,0.539370079
1977,3,8,0,0,0
1977,3,9,0,0,0
1977,3,10,0,0,0
1977,3,11,23,2.3,0.090551181
1977,3,12,36,3.6,0.141732283
1977,3,13,124,12.4,0.488188976
1977,3,14,0,0,0
1977,3,15,0,0,0
1977,3,16,0,0,0
1977,3,17,0,0,0
1977,3,18,0,0,0
1977,3,19,8,0.8,0.031496063
1977,3,20,102,10.2,0.401574803
1977,3,21,0,0,0
1977,3,22,490,49,1.929133858
1977,3,23,0,0,0
1977,3,24,0,0,0
1977,3,25,0,0,0
1977,3,26,0,0,0
1977,3,27,0,0,0
1977,3,28,0,0,0
1977,3,29,140,14,0.551181102
1977,3,30,772,77.2,3.039370079
1977,3,31,340,34,1.338582677
1977,4,1,0,0,0
1977,4,2,13,1.3,0.051181102
1977,4,3,117,11.7,0.460629921
1977,4,4,157,15.7,0.618110236
1977,4,5,305,30.5,1.200787402
1977,4,6,10,1,0.039370079
1977,4,7,0,0,0
1977,4,8,0,0,0
1977,4,9,0,0,0
1977,4,10,0,0,0
1977,4,11,0,0,0
1977,4,12,0,0,0
1977,4,13,0,0,0
1977,4,14,0,0,0
1977,4,15,0,0,0
1977,4,16,8,0.8,0.031496063
1977,4,17,0,0,0
1977,4,18,0,0,0
1977,4,19,18,1.8,0.070866142
1977,4,20,0,0,0
1977,4,21,0,0,0
1977,4,22,0,0,0
1977,4,23,109,10.9,0.429133858
1977,4,24,155,15.5,0.61023622
1977,4,25,0,0,0
1977,4,26,0,0,0
1977,4,27,0,0,0
1977,4,28,0,0,0
1977,4,29,0,0,0
1977,4,30,0,0,0
1977,5,1,0,0,0
1977,5,2,8,0.8,0.031496063
1977,5,3,0,0,0
1977,5,4,28,2.8,0.11023622
1977,5,5,33,3.3,0.12992126
1977,5,6,0,0,0
1977,5,7,0,0,0
1977,5,8,0,0,0
1977,5,9,0,0,0
1977,5,10,0,0,0
1977,5,11,0,0,0
1977,5,12,0,0,0
1977,5,13,0,0,0
1977,5,14,0,0,0
1977,5,15,0,0,0
1977,5,16,0,0,0
1977,5,17,0,0,0
1977,5,18,0,0,0
1977,5,19,0,0,0
1977,5,20,386,38.6,1.519685039
1977,5,21,132,13.2,0.519685039
1977,5,22,13,1.3,0.051181102
1977,5,23,0,0,0
1977,5,24,18,1.8,0.070866142
1977,5,25,38,3.8,0.149606299
1977,5,26,5,0.5,0.019685039
1977,5,27,15,1.5,0.059055118
1977,5,28,0,0,0
1977,5,29,18,1.8,0.070866142
1977,5,30,0,0,0
1977,5,31,0,0,0
1977,6,1,0,0,0
1977,6,2,0,0,0
1977,6,3,0,0,0
1977,6,4,0,0,0
1977,6,5,0,0,0
1977,6,6,0,0,0
1977,6,7,130,13,0.511811024
1977,6,8,0,0,0
1977,6,9,0,0,0
1977,6,10,0,0,0
1977,6,11,0,0,0
1977,6,12,25,2.5,0.098425197
1977,6,13,0,0,0
1977,6,14,94,9.4,0.37007874
1977,6,15,76,7.6,0.299212598
1977,6,16,0,0,0
1977,6,17,91,9.1,0.358267717
1977,6,18,10,1,0.039370079
1977,6,19,0,0,0
1977,6,20,28,2.8,0.11023622
1977,6,21,0,0,0
1977,6,22,0,0,0
1977,6,23,0,0,0
1977,6,24,0,0,0
1977,6,25,0,0,0
1977,6,26,10,1,0.039370079
1977,6,27,0,0,0
1977,6,28,0,0,0
1977,6,29,0,0,0
1977,6,30,0,0,0
1977,7,1,0,0,0
1977,7,2,79,7.9,0.311023622
1977,7,3,0,0,0
1977,7,4,0,0,0
1977,7,5,0,0,0
1977,7,6,0,0,0
1977,7,7,0,0,0
1977,7,8,0,0,0
1977,7,9,0,0,0
1977,7,10,0,0,0
1977,7,11,0,0,0
1977,7,12,0,0,0
1977,7,13,5,0.5,0.019685039
1977,7,14,0,0,0
1977,7,15,13,1.3,0.051181102
1977,7,16,0,0,0
1977,7,17,0,0,0
1977,7,18,0,0,0
1977,7,19,0,0,0
1977,7,20,0,0,0
1977,7,21,0,0,0
1977,7,22,0,0,0
1977,7,23,0,0,0
1977,7,24,0,0,0
1977,7,25,0,0,0
1977,7,26,173,17.3,0.681102362
1977,7,27,71,7.1,0.279527559
1977,7,28,10,1,0.039370079
1977,7,29,140,14,0.551181102
1977,7,30,15,1.5,0.059055118
1977,7,31,46,4.6,0.181102362
1977,8,1,0,0,0
1977,8,2,0,0,0
1977,8,3,58,5.8,0.228346457
1977,8,4,74,7.4,0.291338583
1977,8,5,0,0,0
1977,8,6,0,0,0
1977,8,7,0,0,0
1977,8,8,0,0,0
1977,8,9,0,0,0
1977,8,10,0,0,0
1977,8,11,0,0,0
